Quality_ID,Batch_ID,Product_ID,Inspection_Date,Test_Type,Test_Result,Specification_Limit,Quality_Status,Defect_Type,Rejection_Qty
Q03878,B202503878,P015,2025-03-25,Dissolution,97.75,97.65,Passed,None,0
Q03879,B202603879,P005,2025-12-30,Purity,93.21,96.57,Failed,High Impurity,774
Q03880,B202503880,P009,2026-07-28,Dissolution,98.8,96.01,Passed,None,0
Q03881,B202603881,P012,2026-04-25,Purity,98.66,95.9,Passed,None,0
Q03882,B202503882,P013,2025-01-26,Assay,95.71,97.77,Failed,Low Potency,790
Q03883,B202603883,P003,2026-06-11,Dissolution,99.15,98.1,Passed,None,0
Q03884,B202503884,P011,2026-04-10,Potency,97.53,98.73,Failed,Packaging Defect,898
Q03885,B202603885,P012,2026-07-12,Purity,99.88,97.23,Passed,None,0
Q03886,B202503886,P004,2025-01-15,Assay,97.62,97.01,Passed,None,0
Q03887,B202603887,P019,2025-06-06,Potency,97.57,95.46,Passed,None,0
Q03888,B202503888,P020,2025-06-18,Potency,95.3,96.56,Failed,Contamination,560
Q03889,B202603889,P003,2026-02-26,Dissolution,98.89,97.79,Passed,None,0
Q03890,B202503890,P018,2025-03-14,Purity,94.98,96.75,Failed,Dissolution Failure,472
Q03891,B202603891,P004,2025-02-27,Assay,97.03,96.21,Passed,None,0
Q03892,B202503892,P008,2025-03-07,Purity,93.01,95.79,Failed,Packaging Defect,460
Q03893,B202603893,P017,2025-03-01,Assay,94.63,95.87,Failed,Contamination,577
Q03894,B202503894,P014,2025-08-01,Purity,99.89,96.21,Passed,None,0
Q03895,B202603895,P020,2026-04-15,Potency,96.62,95.98,Passed,None,0
Q03896,B202503896,P006,2025-08-05,Assay,95.28,97.14,Failed,Dissolution Failure,754
Q03897,B202603897,P010,2026-07-13,Assay,96.67,97.67,Failed,Dissolution Failure,351
Q03898,B202503898,P003,2026-08-23,Dissolution,100.33,97.36,Passed,None,0
Q03899,B202603899,P013,2026-02-14,Assay,97.5,97.66,Failed,Dissolution Failure,301
Q03900,B202503900,P004,2025-10-24,Assay,95.08,96.83,Failed,Dissolution Failure,735
Q03901,B202603901,P001,2025-03-24,Assay,98.26,97.96,Passed,None,0
Q03902,B202503902,P019,2026-02-15,Potency,95.6,95.62,Failed,High Impurity,154
Q03903,B202603903,P001,2025-04-10,Assay,95.12,95.52,Failed,Contamination,681
Q03904,B202503904,P019,2026-02-12,Potency,97.02,97.45,Failed,Contamination,902
Q03905,B202603905,P006,2026-07-26,Assay,97.54,98.07,Failed,Packaging Defect,868
Q03906,B202503906,P005,2026-06-08,Purity,97.95,96.81,Passed,None,0
Q03907,B202603907,P009,2026-03-21,Dissolution,97.15,97.63,Failed,Dissolution Failure,76
Q03908,B202503908,P013,2025-07-22,Assay,95.59,96.67,Failed,Packaging Defect,512
Q03909,B202603909,P009,2025-08-17,Dissolution,103.5,98.94,Passed,None,0
Q03910,B202503910,P010,2025-10-12,Assay,97.21,96.03,Passed,None,0
Q03911,B202603911,P013,2025-01-02,Assay,99.74,98.09,Passed,None,0
Q03912,B202503912,P015,2025-06-13,Dissolution,100.37,96.27,Passed,None,0
Q03913,B202603913,P001,2025-05-31,Assay,99.22,97.1,Passed,None,0
Q03914,B202503914,P005,2026-02-22,Purity,97.57,96.89,Passed,None,0
Q03915,B202603915,P009,2026-04-04,Dissolution,95.57,95.15,Passed,None,0
Q03916,B202503916,P012,2026-01-02,Purity,99.0,98.44,Passed,None,0
Q03917,B202603917,P006,2026-03-08,Assay,95.86,95.93,Failed,High Impurity,189
Q03918,B202503918,P003,2025-03-16,Dissolution,96.13,95.97,Passed,None,0
Q03919,B202603919,P013,2026-08-09,Assay,96.35,96.68,Failed,Low Potency,267
Q03920,B202503920,P012,2026-05-04,Purity,97.65,97.45,Passed,None,0
Q03921,B202603921,P011,2025-06-28,Potency,97.15,97.36,Failed,Contamination,994
Q03922,B202503922,P010,2025-10-24,Assay,101.63,98.12,Passed,None,0
Q03923,B202603923,P001,2026-06-11,Assay,97.71,95.72,Passed,None,0
Q03924,B202503924,P001,2026-08-19,Assay,96.91,97.25,Failed,Contamination,731
Q03925,B202603925,P014,2025-06-07,Purity,98.91,98.64,Passed,None,0
Q03926,B202503926,P012,2026-07-18,Purity,97.5,95.73,Passed,None,0
Q03927,B202603927,P015,2026-08-04,Dissolution,100.23,97.8,Passed,None,0
Q03928,B202503928,P010,2026-07-14,Assay,97.35,98.65,Failed,Low Potency,238
Q03929,B202603929,P006,2026-03-26,Assay,98.12,96.85,Passed,None,0
Q03930,B202503930,P008,2026-03-29,Purity,100.56,98.65,Passed,None,0
Q03931,B202603931,P018,2026-07-30,Purity,100.36,96.69,Passed,None,0
Q03932,B202503932,P011,2026-05-05,Potency,97.06,98.84,Failed,High Impurity,912
Q03933,B202603933,P013,2026-03-08,Assay,98.75,95.71,Passed,None,0
Q03934,B202503934,P005,2026-03-04,Purity,95.67,98.29,Failed,High Impurity,664
Q03935,B202603935,P008,2026-08-21,Purity,96.77,96.18,Passed,None,0
Q03936,B202503936,P019,2025-05-30,Potency,98.23,95.63,Passed,None,0
Q03937,B202603937,P006,2026-04-26,Assay,95.51,98.46,Failed,Dissolution Failure,651
Q03938,B202503938,P010,2025-03-28,Assay,97.88,95.62,Passed,None,0
Q03939,B202603939,P016,2025-07-01,Potency,98.03,97.09,Passed,None,0
Q03940,B202503940,P005,2025-06-27,Purity,94.43,95.86,Failed,Contamination,101
Q03941,B202603941,P002,2026-07-31,Purity,91.28,95.0,Failed,High Impurity,434
Q03942,B202503942,P006,2025-05-06,Assay,100.17,98.12,Passed,None,0
Q03943,B202603943,P005,2025-07-18,Purity,101.19,98.72,Passed,None,0
Q03944,B202503944,P015,2025-07-18,Dissolution,100.22,96.93,Passed,None,0
Q03945,B202603945,P012,2025-09-12,Purity,97.37,98.03,Failed,Packaging Defect,518
Q03946,B202503946,P015,2025-11-07,Dissolution,99.02,96.8,Passed,None,0
Q03947,B202603947,P016,2025-04-25,Potency,101.34,98.97,Passed,None,0
Q03948,B202503948,P007,2025-01-20,Assay,100.17,97.76,Passed,None,0
Q03949,B202603949,P007,2025-06-18,Assay,92.13,95.13,Failed,Contamination,552
Q03950,B202503950,P009,2025-05-11,Dissolution,100.57,98.49,Passed,None,0
Q03951,B202603951,P020,2025-10-19,Potency,96.7,96.61,Passed,None,0
Q03952,B202503952,P003,2026-02-03,Dissolution,100.76,98.66,Passed,None,0
Q03953,B202603953,P008,2026-02-22,Purity,94.39,97.46,Failed,Packaging Defect,674
Q03954,B202503954,P011,2025-07-20,Potency,102.18,98.39,Passed,None,0
Q03955,B202603955,P001,2025-06-23,Assay,100.84,98.03,Passed,None,0
Q03956,B202503956,P004,2026-06-29,Assay,94.89,95.17,Failed,Low Potency,832
Q03957,B202603957,P001,2025-08-25,Assay,95.44,95.33,Passed,None,0
Q03958,B202503958,P020,2026-06-21,Potency,96.21,95.91,Passed,None,0
Q03959,B202603959,P001,2025-08-08,Assay,95.4,96.58,Failed,Packaging Defect,166
Q03960,B202503960,P004,2025-03-17,Assay,99.41,98.25,Passed,None,0
Q03961,B202603961,P014,2026-05-20,Purity,97.7,96.42,Passed,None,0
Q03962,B202503962,P019,2025-07-07,Potency,95.7,97.15,Failed,Contamination,174
Q03963,B202603963,P002,2026-08-22,Purity,98.39,98.76,Failed,High Impurity,176
Q03964,B202503964,P006,2026-02-06,Assay,98.87,98.34,Passed,None,0
Q03965,B202603965,P004,2026-01-06,Assay,98.35,98.34,Passed,None,0
Q03966,B202503966,P007,2026-03-09,Assay,95.78,95.59,Passed,None,0
Q03967,B202603967,P013,2026-06-03,Assay,95.83,95.09,Passed,None,0
Q03968,B202503968,P009,2026-07-11,Dissolution,99.03,98.94,Passed,None,0
Q03969,B202603969,P006,2025-04-14,Assay,96.22,98.3,Failed,High Impurity,267
Q03970,B202503970,P008,2026-07-29,Purity,98.99,97.64,Passed,None,0
Q03971,B202603971,P018,2025-05-11,Purity,97.76,96.65,Passed,None,0
Q03972,B202503972,P005,2026-01-16,Purity,94.69,95.44,Failed,High Impurity,628
Q03973,B202603973,P020,2025-08-15,Potency,98.37,97.85,Passed,None,0
Q03974,B202503974,P017,2026-01-21,Assay,99.68,98.54,Passed,None,0
Q03975,B202603975,P016,2026-07-30,Potency,99.43,96.42,Passed,None,0
Q03976,B202503976,P013,2026-06-22,Assay,99.51,95.26,Passed,None,0
Q03977,B202603977,P008,2025-12-30,Purity,98.07,95.77,Passed,None,0
Q03978,B202503978,P019,2026-08-04,Potency,98.93,98.02,Passed,None,0
Q03979,B202603979,P006,2025-02-10,Assay,98.51,97.13,Passed,None,0
Q03980,B202503980,P014,2025-03-18,Purity,99.2,98.48,Passed,None,0
Q03981,B202603981,P012,2026-07-08,Purity,98.64,95.62,Passed,None,0
Q03982,B202503982,P001,2026-07-21,Assay,98.57,97.55,Passed,None,0
Q03983,B202603983,P013,2026-04-24,Assay,97.75,96.29,Passed,None,0
Q03984,B202503984,P006,2025-12-28,Assay,98.72,96.03,Passed,None,0
Q03985,B202603985,P012,2025-10-16,Purity,101.97,99.0,Passed,None,0
Q03986,B202503986,P006,2026-08-07,Assay,97.2,97.1,Passed,None,0
Q03987,B202603987,P012,2025-12-01,Purity,94.43,95.84,Failed,High Impurity,228
Q03988,B202503988,P012,2025-06-29,Purity,95.67,96.62,Failed,High Impurity,427
Q03989,B202603989,P015,2026-01-17,Dissolution,100.93,97.34,Passed,None,0
Q03990,B202503990,P011,2025-11-06,Potency,100.43,97.41,Passed,None,0
Q03991,B202603991,P016,2026-02-02,Potency,100.61,96.67,Passed,None,0
Q03992,B202503992,P013,2025-12-10,Assay,98.18,96.17,Passed,None,0
Q03993,B202603993,P013,2025-11-05,Assay,91.65,95.87,Failed,Dissolution Failure,360
Q03994,B202503994,P009,2025-04-07,Dissolution,97.02,96.88,Passed,None,0
Q03995,B202603995,P008,2026-07-01,Purity,99.46,97.26,Passed,None,0
Q03996,B202503996,P004,2025-12-18,Assay,99.65,96.23,Passed,None,0
Q03997,B202603997,P007,2026-05-19,Assay,96.56,96.08,Passed,None,0
Q03998,B202503998,P020,2025-02-27,Potency,94.75,98.62,Failed,Packaging Defect,894
Q03999,B202603999,P003,2025-01-09,Dissolution,100.04,96.26,Passed,None,0
Q04000,B202504000,P011,2026-07-31,Potency,98.61,97.17,Passed,None,0
Q04001,B202604001,P019,2025-04-14,Potency,96.04,95.4,Passed,None,0
Q04002,B202504002,P002,2025-01-21,Purity,92.89,97.49,Failed,Packaging Defect,953
Q04003,B202604003,P007,2025-02-22,Assay,97.21,95.62,Passed,None,0
Q04004,B202504004,P002,2026-01-25,Purity,95.56,95.75,Failed,Packaging Defect,626
Q04005,B202604005,P012,2026-07-25,Purity,98.13,97.12,Passed,None,0
Q04006,B202504006,P004,2026-08-09,Assay,99.13,96.05,Passed,None,0
Q04007,B202604007,P005,2026-08-19,Purity,98.04,96.59,Passed,None,0
Q04008,B202504008,P006,2025-08-22,Assay,95.48,95.64,Failed,Dissolution Failure,521
Q04009,B202604009,P013,2026-02-15,Assay,98.11,95.2,Passed,None,0
Q04010,B202504010,P017,2025-08-10,Assay,94.73,96.63,Failed,High Impurity,272
Q04011,B202604011,P015,2026-02-10,Dissolution,99.06,97.39,Passed,None,0
Q04012,B202504012,P001,2025-08-06,Assay,101.83,98.56,Passed,None,0
Q04013,B202604013,P013,2025-06-11,Assay,100.46,98.27,Passed,None,0
Q04014,B202504014,P009,2026-04-27,Dissolution,97.95,98.69,Failed,Low Potency,104
Q04015,B202604015,P020,2025-09-01,Potency,95.98,95.71,Passed,None,0
Q04016,B202504016,P009,2025-02-15,Dissolution,98.32,96.11,Passed,None,0
Q04017,B202604017,P004,2025-11-08,Assay,96.04,95.3,Passed,None,0
Q04018,B202504018,P020,2026-05-23,Potency,100.04,96.19,Passed,None,0
Q04019,B202604019,P015,2026-08-02,Dissolution,96.75,96.15,Passed,None,0
Q04020,B202504020,P015,2026-01-11,Dissolution,100.5,98.05,Passed,None,0
Q04021,B202604021,P015,2026-04-28,Dissolution,99.12,95.47,Passed,None,0
Q04022,B202504022,P013,2025-04-29,Assay,100.69,96.57,Passed,None,0
Q04023,B202604023,P009,2026-01-17,Dissolution,99.49,96.75,Passed,None,0
Q04024,B202504024,P006,2026-04-26,Assay,101.12,96.97,Passed,None,0
Q04025,B202604025,P018,2026-03-24,Purity,96.93,95.86,Passed,None,0
Q04026,B202504026,P018,2025-03-22,Purity,96.79,97.01,Failed,Low Potency,831
Q04027,B202604027,P013,2026-02-10,Assay,95.44,96.61,Failed,High Impurity,301
Q04028,B202504028,P013,2025-08-11,Assay,97.98,95.03,Passed,None,0
Q04029,B202604029,P012,2026-08-23,Purity,97.5,96.88,Passed,None,0
Q04030,B202504030,P010,2026-01-31,Assay,98.87,97.08,Passed,None,0
Q04031,B202604031,P011,2025-08-31,Potency,98.49,96.98,Passed,None,0
Q04032,B202504032,P011,2026-08-04,Potency,97.1,96.7,Passed,None,0
Q04033,B202604033,P008,2026-06-16,Purity,97.1,97.43,Failed,Contamination,710
Q04034,B202504034,P001,2026-08-21,Assay,99.08,96.79,Passed,None,0
Q04035,B202604035,P001,2025-06-16,Assay,98.62,97.75,Passed,None,0
Q04036,B202504036,P018,2026-08-07,Purity,93.82,97.59,Failed,Dissolution Failure,204
Q04037,B202604037,P011,2025-04-10,Potency,103.2,97.99,Passed,None,0
Q04038,B202504038,P007,2025-07-01,Assay,102.6,97.41,Passed,None,0
Q04039,B202604039,P002,2025-02-21,Purity,103.6,98.95,Passed,None,0
Q04040,B202504040,P005,2026-01-04,Purity,97.48,98.28,Failed,High Impurity,832
Q04041,B202604041,P019,2026-05-22,Potency,100.49,95.65,Passed,None,0
Q04042,B202504042,P020,2025-01-14,Potency,98.28,97.04,Passed,None,0
Q04043,B202604043,P007,2025-12-16,Assay,92.99,95.28,Failed,High Impurity,412
Q04044,B202504044,P018,2026-07-23,Purity,96.98,95.45,Passed,None,0
Q04045,B202604045,P004,2025-10-22,Assay,102.09,98.23,Passed,None,0
Q04046,B202504046,P008,2025-11-21,Purity,99.09,97.65,Passed,None,0
Q04047,B202604047,P003,2026-04-01,Dissolution,101.94,98.45,Passed,None,0
Q04048,B202504048,P011,2026-01-16,Potency,99.23,98.65,Passed,None,0
Q04049,B202604049,P014,2025-09-19,Purity,97.0,98.53,Failed,High Impurity,795
Q04050,B202504050,P015,2026-06-02,Dissolution,99.83,95.99,Passed,None,0
Q04051,B202604051,P011,2025-03-18,Potency,99.79,96.78,Passed,None,0
Q04052,B202504052,P003,2025-02-28,Dissolution,101.52,98.26,Passed,None,0
Q04053,B202604053,P009,2026-05-15,Dissolution,97.97,97.54,Passed,None,0
Q04054,B202504054,P015,2025-01-16,Dissolution,95.14,98.78,Failed,Dissolution Failure,502
Q04055,B202604055,P012,2025-08-16,Purity,95.59,95.16,Passed,None,0
Q04056,B202504056,P005,2025-08-15,Purity,99.55,96.55,Passed,None,0
Q04057,B202604057,P020,2025-09-28,Potency,99.12,96.56,Passed,None,0
Q04058,B202504058,P006,2025-06-30,Assay,98.47,96.43,Passed,None,0
Q04059,B202604059,P019,2025-10-13,Potency,100.95,96.29,Passed,None,0
Q04060,B202504060,P016,2026-03-22,Potency,99.17,97.22,Passed,None,0
Q04061,B202604061,P008,2025-06-02,Purity,96.82,95.19,Passed,None,0
Q04062,B202504062,P002,2026-01-04,Purity,94.96,95.48,Failed,Contamination,350
Q04063,B202604063,P016,2026-08-16,Potency,100.08,98.85,Passed,None,0
Q04064,B202504064,P008,2026-07-16,Purity,96.51,96.2,Passed,None,0
Q04065,B202604065,P017,2025-11-04,Assay,99.29,96.65,Passed,None,0
Q04066,B202504066,P010,2025-01-12,Assay,101.88,98.48,Passed,None,0
Q04067,B202604067,P002,2026-05-10,Purity,99.17,95.07,Passed,None,0
Q04068,B202504068,P020,2025-08-12,Potency,94.47,95.96,Failed,Packaging Defect,892
Q04069,B202604069,P012,2025-10-29,Purity,95.54,95.18,Passed,None,0
Q04070,B202504070,P001,2025-10-28,Assay,98.02,97.14,Passed,None,0
Q04071,B202604071,P008,2025-06-03,Purity,98.85,96.24,Passed,None,0
Q04072,B202504072,P020,2025-10-12,Potency,101.92,98.19,Passed,None,0
Q04073,B202604073,P020,2025-03-20,Potency,98.36,97.0,Passed,None,0
Q04074,B202504074,P016,2026-08-01,Potency,96.47,96.37,Passed,None,0
Q04075,B202604075,P012,2025-03-11,Purity,98.67,98.44,Passed,None,0
Q04076,B202504076,P007,2026-04-03,Assay,93.92,97.46,Failed,Contamination,675
Q04077,B202604077,P011,2025-12-17,Potency,97.38,96.44,Passed,None,0
Q04078,B202504078,P014,2025-12-07,Purity,100.98,98.81,Passed,None,0
Q04079,B202604079,P020,2025-02-06,Potency,98.94,98.86,Passed,None,0
Q04080,B202504080,P004,2026-05-18,Assay,99.13,98.17,Passed,None,0
Q04081,B202604081,P017,2025-12-11,Assay,101.68,97.46,Passed,None,0
Q04082,B202504082,P018,2025-03-27,Purity,98.99,98.08,Passed,None,0
Q04083,B202604083,P013,2026-06-13,Assay,97.92,95.58,Passed,None,0
Q04084,B202504084,P020,2025-10-28,Potency,94.66,95.12,Failed,Dissolution Failure,889
Q04085,B202604085,P008,2026-07-11,Purity,96.07,95.85,Passed,None,0
Q04086,B202504086,P010,2026-06-12,Assay,95.36,95.11,Passed,None,0
Q04087,B202604087,P007,2026-01-09,Assay,101.81,97.18,Passed,None,0
Q04088,B202504088,P017,2025-10-22,Assay,100.11,96.64,Passed,None,0
Q04089,B202604089,P016,2025-06-04,Potency,99.38,97.5,Passed,None,0
Q04090,B202504090,P008,2025-11-01,Purity,97.96,96.01,Passed,None,0
Q04091,B202604091,P012,2026-02-12,Purity,99.99,97.91,Passed,None,0
Q04092,B202504092,P019,2025-12-11,Potency,100.33,96.21,Passed,None,0
Q04093,B202604093,P012,2026-02-27,Purity,97.01,96.28,Passed,None,0
Q04094,B202504094,P007,2025-06-25,Assay,99.07,95.63,Passed,None,0
Q04095,B202604095,P008,2025-01-24,Purity,99.8,97.71,Passed,None,0
Q04096,B202504096,P001,2025-03-07,Assay,94.68,95.25,Failed,Contamination,488
Q04097,B202604097,P007,2026-03-11,Assay,96.38,97.11,Failed,Low Potency,742
Q04098,B202504098,P011,2026-04-28,Potency,102.64,98.09,Passed,None,0
Q04099,B202604099,P018,2025-05-15,Purity,96.22,96.95,Failed,Contamination,763
Q04100,B202504100,P007,2026-08-17,Assay,96.18,95.66,Passed,None,0
Q04101,B202604101,P013,2025-07-18,Assay,97.36,96.79,Passed,None,0
Q04102,B202504102,P003,2026-06-06,Dissolution,100.35,97.28,Passed,None,0
Q04103,B202604103,P012,2025-06-17,Purity,100.23,96.09,Passed,None,0
Q04104,B202504104,P008,2025-01-13,Purity,104.45,98.12,Passed,None,0
Q04105,B202604105,P020,2025-08-04,Potency,95.61,96.12,Failed,Contamination,885
Q04106,B202504106,P018,2025-07-11,Purity,94.3,95.42,Failed,High Impurity,406
Q04107,B202604107,P005,2025-10-05,Purity,100.02,95.86,Passed,None,0
Q04108,B202504108,P001,2025-12-15,Assay,99.54,98.77,Passed,None,0
Q04109,B202604109,P005,2025-03-08,Purity,97.09,95.94,Passed,None,0
Q04110,B202504110,P004,2025-07-15,Assay,98.98,97.09,Passed,None,0
Q04111,B202604111,P002,2025-08-29,Purity,94.86,97.02,Failed,Low Potency,681
Q04112,B202504112,P003,2025-05-21,Dissolution,98.73,97.41,Passed,None,0
Q04113,B202604113,P005,2025-10-25,Purity,99.96,98.47,Passed,None,0
Q04114,B202504114,P008,2026-01-02,Purity,98.1,97.85,Passed,None,0
Q04115,B202604115,P020,2026-08-02,Potency,99.48,97.88,Passed,None,0
Q04116,B202504116,P017,2026-02-26,Assay,100.78,97.04,Passed,None,0
Q04117,B202604117,P001,2025-09-02,Assay,96.76,95.68,Passed,None,0
Q04118,B202504118,P009,2025-03-09,Dissolution,97.26,97.96,Failed,Packaging Defect,830
Q04119,B202604119,P014,2025-11-03,Purity,98.97,97.35,Passed,None,0
Q04120,B202504120,P015,2025-11-09,Dissolution,97.26,95.32,Passed,None,0
Q04121,B202604121,P005,2026-07-27,Purity,99.91,95.49,Passed,None,0
Q04122,B202504122,P008,2026-07-29,Purity,98.57,96.85,Passed,None,0
Q04123,B202604123,P017,2025-08-20,Assay,96.72,95.8,Passed,None,0
Q04124,B202504124,P006,2025-03-23,Assay,96.6,98.2,Failed,Packaging Defect,95
Q04125,B202604125,P001,2025-09-03,Assay,97.28,96.58,Passed,None,0
Q04126,B202504126,P006,2025-10-03,Assay,97.95,98.59,Failed,Low Potency,497
Q04127,B202604127,P014,2026-04-23,Purity,101.18,98.07,Passed,None,0
Q04128,B202504128,P018,2026-05-11,Purity,98.35,96.15,Passed,None,0
Q04129,B202604129,P016,2026-04-17,Potency,101.18,98.53,Passed,None,0
Q04130,B202504130,P002,2026-07-16,Purity,98.21,95.07,Passed,None,0
Q04131,B202604131,P018,2025-09-13,Purity,100.91,97.67,Passed,None,0
Q04132,B202504132,P013,2025-11-30,Assay,99.04,97.98,Passed,None,0
Q04133,B202604133,P020,2025-10-04,Potency,97.9,97.29,Passed,None,0
Q04134,B202504134,P004,2026-06-05,Assay,98.49,97.91,Passed,None,0
Q04135,B202604135,P003,2025-08-12,Dissolution,96.77,95.19,Passed,None,0
Q04136,B202504136,P008,2025-06-18,Purity,98.9,98.57,Passed,None,0
Q04137,B202604137,P013,2026-07-04,Assay,98.89,98.36,Passed,None,0
Q04138,B202504138,P017,2026-08-21,Assay,99.32,97.82,Passed,None,0
Q04139,B202604139,P003,2025-10-25,Dissolution,96.66,95.72,Passed,None,0
Q04140,B202504140,P015,2025-07-18,Dissolution,98.1,97.17,Passed,None,0
Q04141,B202604141,P016,2026-03-12,Potency,95.28,96.76,Failed,Dissolution Failure,543
Q04142,B202504142,P013,2026-03-22,Assay,97.05,98.11,Failed,Dissolution Failure,969
Q04143,B202604143,P005,2026-07-24,Purity,97.88,95.14,Passed,None,0
Q04144,B202504144,P004,2025-12-06,Assay,99.7,95.63,Passed,None,0
Q04145,B202604145,P010,2025-12-29,Assay,98.02,97.77,Passed,None,0
Q04146,B202504146,P011,2026-07-19,Potency,100.18,96.0,Passed,None,0
Q04147,B202604147,P009,2026-04-01,Dissolution,97.25,95.06,Passed,None,0
Q04148,B202504148,P019,2025-03-05,Potency,100.29,97.78,Passed,None,0
Q04149,B202604149,P019,2025-09-13,Potency,96.94,97.37,Failed,Low Potency,112
Q04150,B202504150,P019,2025-08-25,Potency,96.69,96.98,Failed,Packaging Defect,846
Q04151,B202604151,P002,2026-06-22,Purity,95.09,97.37,Failed,High Impurity,229
Q04152,B202504152,P011,2026-04-04,Potency,94.65,95.07,Failed,Low Potency,750
Q04153,B202604153,P013,2025-01-02,Assay,98.23,97.91,Passed,None,0
Q04154,B202504154,P012,2025-10-24,Purity,97.74,96.39,Passed,None,0
Q04155,B202604155,P005,2025-05-26,Purity,96.9,95.8,Passed,None,0
Q04156,B202504156,P009,2026-03-28,Dissolution,101.37,98.12,Passed,None,0
Q04157,B202604157,P012,2025-12-01,Purity,98.04,97.94,Passed,None,0
Q04158,B202504158,P010,2026-07-27,Assay,95.41,98.49,Failed,Packaging Defect,424
Q04159,B202604159,P017,2026-03-11,Assay,97.95,95.48,Passed,None,0
Q04160,B202504160,P013,2025-12-18,Assay,96.62,98.34,Failed,High Impurity,622
Q04161,B202604161,P012,2026-07-12,Purity,98.01,98.43,Failed,Contamination,888
Q04162,B202504162,P012,2025-08-10,Purity,97.71,96.39,Passed,None,0
Q04163,B202604163,P010,2025-04-07,Assay,98.58,98.69,Failed,Contamination,284
Q04164,B202504164,P007,2026-03-26,Assay,101.3,98.4,Passed,None,0
Q04165,B202604165,P019,2025-01-04,Potency,100.78,98.71,Passed,None,0
Q04166,B202504166,P001,2025-04-10,Assay,97.11,96.4,Passed,None,0
Q04167,B202604167,P007,2026-02-18,Assay,96.54,97.47,Failed,Low Potency,790
Q04168,B202504168,P018,2025-11-02,Purity,92.92,96.58,Failed,High Impurity,957
Q04169,B202604169,P013,2025-07-27,Assay,99.24,96.58,Passed,None,0
Q04170,B202504170,P009,2026-04-05,Dissolution,98.37,96.37,Passed,None,0
Q04171,B202604171,P006,2025-04-09,Assay,97.53,97.46,Passed,None,0
Q04172,B202504172,P004,2025-08-17,Assay,100.53,98.62,Passed,None,0
Q04173,B202604173,P004,2025-02-01,Assay,97.27,98.02,Failed,High Impurity,916
Q04174,B202504174,P008,2025-01-01,Purity,100.15,95.52,Passed,None,0
Q04175,B202604175,P016,2026-05-05,Potency,98.26,97.7,Passed,None,0
Q04176,B202504176,P002,2026-01-24,Purity,93.17,95.64,Failed,Contamination,156
Q04177,B202604177,P006,2025-08-24,Assay,101.95,97.05,Passed,None,0
Q04178,B202504178,P013,2026-02-05,Assay,98.27,97.29,Passed,None,0
Q04179,B202604179,P009,2026-07-31,Dissolution,100.98,95.9,Passed,None,0
Q04180,B202504180,P014,2025-05-19,Purity,101.22,97.97,Passed,None,0
Q04181,B202604181,P001,2025-05-10,Assay,95.54,95.18,Passed,None,0
Q04182,B202504182,P006,2025-10-12,Assay,93.46,96.72,Failed,Low Potency,741
Q04183,B202604183,P001,2026-06-22,Assay,96.53,96.14,Passed,None,0
Q04184,B202504184,P004,2026-07-05,Assay,97.37,95.47,Passed,None,0
Q04185,B202604185,P011,2025-02-15,Potency,96.69,97.39,Failed,Packaging Defect,514
Q04186,B202504186,P020,2025-03-24,Potency,97.33,95.91,Passed,None,0
Q04187,B202604187,P011,2025-01-07,Potency,99.65,95.72,Passed,None,0
Q04188,B202504188,P006,2025-07-18,Assay,96.4,97.21,Failed,Low Potency,365
Q04189,B202604189,P019,2025-09-29,Potency,97.59,97.83,Failed,Dissolution Failure,702
Q04190,B202504190,P008,2025-10-11,Purity,99.49,98.6,Passed,None,0
Q04191,B202604191,P019,2025-09-17,Potency,100.59,98.14,Passed,None,0
Q04192,B202504192,P001,2025-07-14,Assay,99.7,98.57,Passed,None,0
Q04193,B202604193,P006,2026-05-06,Assay,96.45,96.83,Failed,Dissolution Failure,668
Q04194,B202504194,P020,2025-12-19,Potency,94.93,95.25,Failed,Dissolution Failure,284
Q04195,B202604195,P010,2025-04-02,Assay,99.25,95.84,Passed,None,0
Q04196,B202504196,P007,2025-03-11,Assay,91.03,95.17,Failed,High Impurity,996
Q04197,B202604197,P019,2026-04-17,Potency,99.86,97.17,Passed,None,0
Q04198,B202504198,P002,2025-09-18,Purity,98.63,97.4,Passed,None,0
Q04199,B202604199,P007,2026-08-10,Assay,99.42,97.63,Passed,None,0
Q04200,B202504200,P019,2025-07-16,Potency,99.73,98.98,Passed,None,0
Q04201,B202604201,P007,2026-06-09,Assay,94.96,95.87,Failed,Low Potency,386
Q04202,B202504202,P017,2025-09-09,Assay,100.73,96.31,Passed,None,0
Q04203,B202604203,P015,2025-10-12,Dissolution,95.19,95.44,Failed,High Impurity,625
Q04204,B202504204,P019,2026-03-26,Potency,98.39,95.3,Passed,None,0
Q04205,B202604205,P015,2025-12-26,Dissolution,101.33,97.93,Passed,None,0
Q04206,B202504206,P008,2025-12-10,Purity,98.05,97.14,Passed,None,0
Q04207,B202604207,P009,2026-08-05,Dissolution,97.87,96.38,Passed,None,0
Q04208,B202504208,P020,2026-01-21,Potency,98.94,95.16,Passed,None,0
Q04209,B202604209,P002,2026-06-28,Purity,97.69,97.09,Passed,None,0
Q04210,B202504210,P005,2025-05-26,Purity,96.02,96.99,Failed,Dissolution Failure,870
Q04211,B202604211,P011,2025-10-20,Potency,91.63,96.53,Failed,Dissolution Failure,352
Q04212,B202504212,P012,2025-08-10,Purity,100.14,98.02,Passed,None,0
